"Region","TimePeriod","PopulationValue"
"Pyrenees",2020,7544
"Pyrenees",2021,7619
"Pyrenees",2022,7653
"Pyrenees",2023,7786
"Roxby Downs",2013,4609
"Roxby Downs",2014,4418
"Roxby Downs",2015,4327
"Roxby Downs",2016,4052
"Roxby Downs",2017,4048
"Roxby Downs",2018,4100
"Roxby Downs",2019,4103
"Roxby Downs",2020,4137
"Roxby Downs",2021,4109
"Roxby Downs",2022,4103
"Roxby Downs",2023,4113
"Brighton",2013,16046
"Brighton",2014,16221
"Brighton",2015,16448
"Brighton",2016,16669
"Brighton",2017,17060
"Brighton",2018,17501
"Brighton",2019,17995
"Brighton",2020,18501
"Brighton",2021,19261
"Brighton",2022,19688
"Brighton",2023,19998
"Berrigan",2013,8436
"Berrigan",2014,8519
"Berrigan",2015,8568
"Berrigan",2016,8609
"Berrigan",2017,8638
"Berrigan",2018,8645
"Berrigan",2019,8649
"Berrigan",2020,8653
"Berrigan",2021,8615
"Berrigan",2022,8652
"Berrigan",2023,8643
"Cumberland",2013,212450
"Cumberland",2014,216864
"Cumberland",2015,221152
"Cumberland",2016,225691
"Cumberland",2017,231490
"Cumberland",2018,235878
"Cumberland",2019,240090
"Cumberland",2020,240841
"Cumberland",2021,237083
"Cumberland",2022,237481
"Cumberland",2023,245323
"Redland",2013,147328
"Redland",2014,148833
"Redland",2015,150107
"Redland",2016,152216
"Redland",2017,154656
"Redland",2018,156885
"Redland",2019,158937
"Redland",2020,160418
"Redland",2021,161709
"Redland",2022,163729
"Redland",2023,166809
"Corangamite",2013,16410
"Corangamite",2014,16340
"Corangamite",2015,16274
"Corangamite",2016,16243
"Corangamite",2017,16279
"Corangamite",2018,16231
"Corangamite",2019,16171
"Corangamite",2020,16108
"Corangamite",2021,16030
"Corangamite",2022,15999
"Corangamite",2023,15948
"Joondalup",2013,164414
"Joondalup",2014,163894
"Joondalup",2015,162904
"Joondalup",2016,160918
"Joondalup",2017,161057
"Joondalup",2018,161479
"Joondalup",2019,162308
"Joondalup",2020,164044
"Joondalup",2021,165050
"Joondalup",2022,165649
"Joondalup",2023,169657
"Banyule",2013,124314
"Banyule",2014,125107
"Banyule",2015,126088
"Banyule",2016,127447
"Banyule",2017,128660
"Banyule",2018,129645
"Banyule",2019,130607
"Banyule",2020,130294
"Banyule",2021,127370
"Banyule",2022,127427
"Banyule",2023,129602
"Cloncurry",2013,3327
"Cloncurry",2014,3270
"Cloncurry",2015,3179
"Cloncurry",2016,3125
"Cloncurry",2017,3260
"Cloncurry",2018,3351
"Cloncurry",2019,3442
"Cloncurry",2020,3528
"Cloncurry",2021,3704
"Cloncurry",2022,3788
"Cloncurry",2023,3851
"Burwood",2013,36145
"Burwood",2014,37200
"Burwood",2015,37822
"Burwood",2016,38536
"Burwood",2017,39275
"Burwood",2018,39773
"Burwood",2019,40333
"Burwood",2020,40670
"Burwood",2021,40440
"Burwood",2022,40850
"Burwood",2023,42498
"Queenscliffe",2013,3002
"Queenscliffe",2014,2970
"Queenscliffe",2015,2933
"Queenscliffe",2016,2929
"Queenscliffe",2017,2923
"Queenscliffe",2018,2954
"Queenscliffe",2019,2973
"Queenscliffe",2020,3095
"Queenscliffe",2021,3236
"Queenscliffe",2022,3221
"Queenscliffe",2023,3238
"Goondiwindi",2013,10952
"Goondiwindi",2014,10902
"Goondiwindi",2015,10835
"Goondiwindi",2016,10813
"Goondiwindi",2017,10747
"Goondiwindi",2018,10648
"Goondiwindi",2019,10603
"Goondiwindi",2020,10516
"Goondiwindi",2021,10400
"Goondiwindi",2022,10408
"Goondiwindi",2023,10452
"Mitchell",2013,37788
"Mitchell",2014,39084
"Mitchell",2015,40264
"Mitchell",2016,41795
"Mitchell",2017,43045
"Mitchell",2018,44556
"Mitchell",2019,46373
"Mitchell",2020,48073
"Mitchell",2021,49712
"Mitchell",2022,51682
"Mitchell",2023,53723
"Mandurah",2013,79292
"Mandurah",2014,80927
"Mandurah",2015,82202
"Mandurah",2016,83322
"Mandurah",2017,84912
"Mandurah",2018,86708
"Mandurah",2019,88698
"Mandurah",2020,91112
"Mandurah",2021,93412
"Mandurah",2022,95622
"Mandurah",2023,99272
"Lockhart River",2013,626
"Lockhart River",2014,671
"Lockhart River",2015,697
"Lockhart River",2016,746
"Lockhart River",2017,727
"Lockhart River",2018,708
"Lockhart River",2019,693
"Lockhart River",2020,673
"Lockhart River",2021,653
"Lockhart River",2022,656
"Lockhart River",2023,673
"Donnybrook-Balingup",2013,5803
"Donnybrook-Balingup",2014,5903
"Donnybrook-Balingup",2015,5949
"Donnybrook-Balingup",2016,5956
"Donnybrook-Balingup",2017,6015
"Donnybrook-Balingup",2018,6072
"Donnybrook-Balingup",2019,6131
"Donnybrook-Balingup",2020,6205
"Donnybrook-Balingup",2021,6312
"Donnybrook-Balingup",2022,6401
"Donnybrook-Balingup",2023,6438
"Manjimup",2013,9482
"Manjimup",2014,9448
"Manjimup",2015,9402
"Manjimup",2016,9341
"Manjimup",2017,9302
"Manjimup",2018,9253
"Manjimup",2019,9258
"Manjimup",2020,9317
"Manjimup",2021,9351
"Manjimup",2022,9412
"Manjimup",2023,9438
"Alpine",2013,12283
"Alpine",2014,12355
"Alpine",2015,12429
"Alpine",2016,12578
"Alpine",2017,12687
"Alpine",2018,12822
"Alpine",2019,12904
"Alpine",2020,13054
"Alpine",2021,13166
"Alpine",2022,13191
"Alpine",2023,13182
"Anangu Pitjantjatjara Yunkunytjatjara",2013,2622
"Anangu Pitjantjatjara Yunkunytjatjara",2014,2605
"Anangu Pitjantjatjara Yunkunytjatjara",2015,2568
"Anangu Pitjantjatjara Yunkunytjatjara",2016,2498
"Anangu Pitjantjatjara Yunkunytjatjara",2017,2476
"Anangu Pitjantjatjara Yunkunytjatjara",2018,2491
"Anangu Pitjantjatjara Yunkunytjatjara",2019,2506
"Anangu Pitjantjatjara Yunkunytjatjara",2020,2515
"Anangu Pitjantjatjara Yunkunytjatjara",2021,2554
"Anangu Pitjantjatjara Yunkunytjatjara",2022,2598
"Anangu Pitjantjatjara Yunkunytjatjara",2023,2632
"Exmouth",2013,2655
"Exmouth",2014,2717
"Exmouth",2015,2749
"Exmouth",2016,2788
"Exmouth",2017,2871
"Exmouth",2018,2949
"Exmouth",2019,3036
"Exmouth",2020,3151
"Exmouth",2021,3202
"Exmouth",2022,3315
"Exmouth",2023,3466
"Alexandrina",2013,25203
"Alexandrina",2014,25705
"Alexandrina",2015,26203
"Alexandrina",2016,26562
"Alexandrina",2017,26919
"Alexandrina",2018,27322
"Alexandrina",2019,27820
"Alexandrina",2020,28400
"Alexandrina",2021,29257
"Alexandrina",2022,29746
"Alexandrina",2023,30323
"Boroondara",2013,170485
"Boroondara",2014,172660
"Boroondara",2015,174753
"Boroondara",2016,177276
"Boroondara",2017,178650
"Boroondara",2018,179386
"Boroondara",2019,179663
"Boroondara",2020,177875
"Boroondara",2021,169789
"Boroondara",2022,169632
"Boroondara",2023,174537
"Chittering",2013,5112
"Chittering",2014,5361
"Chittering",2015,5500
"Chittering",2016,5536
"Chittering",2017,5602
"Chittering",2018,5705
"Chittering",2019,5846
"Chittering",2020,5952
"Chittering",2021,6099
"Chittering",2022,6298
"Chittering",2023,6516
"York",2013,3619
"York",2014,3609
"York",2015,3599
"York",2016,3605
"York",2017,3591
"York",2018,3573
"York",2019,3551
"York",2020,3567
"York",2021,3553
"York",2022,3567
"York",2023,3602
"Mid-Coast",2013,89940
"Mid-Coast",2014,90468
"Mid-Coast",2015,91038
"Mid-Coast",2016,91801
"Mid-Coast",2017,92901
"Mid-Coast",2018,93900
"Mid-Coast",2019,94826
"Mid-Coast",2020,95731
"Mid-Coast",2021,96475
"Mid-Coast",2022,97227
"Mid-Coast",2023,97909
"Broken Hill",2013,18802
"Broken Hill",2014,18627
"Broken Hill",2015,18360
"Broken Hill",2016,18114
"Broken Hill",2017,17994
"Broken Hill",2018,17914
"Broken Hill",2019,17801
"Broken Hill",2020,17718
"Broken Hill",2021,17662
"Broken Hill",2022,17567
"Broken Hill",2023,17624
"Unincorporated Vic",2013,808
"Unincorporated Vic",2014,835
"Unincorporated Vic",2015,862
"Unincorporated Vic",2016,892
"Unincorporated Vic",2017,901
"Unincorporated Vic",2018,911
"Unincorporated Vic",2019,918
"Unincorporated Vic",2020,934
"Unincorporated Vic",2021,946
"Unincorporated Vic",2022,961
"Unincorporated Vic",2023,953
"Logan",2013,300545
"Logan",2014,305147
"Logan",2015,309342
"Logan",2016,314511
"Logan",2017,321102
"Logan",2018,327769
"Logan",2019,335955
"Logan",2020,343821
"Logan",2021,350673
"Logan",2022,363059
"Logan",2023,377773
"Toowoomba",2013,159916
"Toowoomba",2014,161523
"Toowoomba",2015,162775
"Toowoomba",2016,164168
"Toowoomba",2017,166901
"Toowoomba",2018,169319
"Toowoomba",2019,171566
"Toowoomba",2020,173562
"Toowoomba",2021,175255
"Toowoomba",2022,178387
"Toowoomba",2023,181821
"Coober Pedy",2013,1811
"Coober Pedy",2014,1825
"Coober Pedy",2015,1822
"Coober Pedy",2016,1818
"Coober Pedy",2017,1806
"Coober Pedy",2018,1777
"Coober Pedy",2019,1740
"Coober Pedy",2020,1689
"Coober Pedy",2021,1622
"Coober Pedy",2022,1573
"Coober Pedy",2023,1550
"Brewarrina",2013,1830
"Brewarrina",2014,1786
"Brewarrina",2015,1762
"Brewarrina",2016,1710
"Brewarrina",2017,1683
"Brewarrina",2018,1637
"Brewarrina",2019,1591
"Brewarrina",2020,1525
"Brewarrina",2021,1487
"Brewarrina",2022,1431
"Brewarrina",2023,1411
"Blayney",2013,7303
"Blayney",2014,7322
"Blayney",2015,7322
"Blayney",2016,7343
"Blayney",2017,7375
"Blayney",2018,7406
"Blayney",2019,7450
"Blayney",2020,7484
"Blayney",2021,7511
"Blayney",2022,7590
"Blayney",2023,7644
"Kangaroo Island",2013,4630
"Kangaroo Island",2014,4694
"Kangaroo Island",2015,4761
"Kangaroo Island",2016,4836
"Kangaroo Island",2017,4849
"Kangaroo Island",2018,4886
"Kangaroo Island",2019,4909
"Kangaroo Island",2020,4925
"Kangaroo Island",2021,4999
"Kangaroo Island",2022,5088
"Kangaroo Island",2023,5125
"Moree Plains",2013,13925
"Moree Plains",2014,13853
"Moree Plains",2015,13735
"Moree Plains",2016,13627
"Moree Plains",2017,13497
"Moree Plains",2018,13355
"Moree Plains",2019,13215
"Moree Plains",2020,13047
"Moree Plains",2021,12964
"Moree Plains",2022,12868
"Moree Plains",2023,12873
"Hepburn",2013,15022
"Hepburn",2014,15184
"Hepburn",2015,15334
"Hepburn",2016,15525
"Hepburn",2017,15708
"Hepburn",2018,15902
"Hepburn",2019,16105
"Hepburn",2020,16339
"Hepburn",2021,16485
"Hepburn",2022,16573
"Hepburn",2023,16670
"Chapman Valley",2013,1349
"Chapman Valley",2014,1379
"Chapman Valley",2015,1413
"Chapman Valley",2016,1441
"Chapman Valley",2017,1462
"Chapman Valley",2018,1485
"Chapman Valley",2019,1523
"Chapman Valley",2020,1568
"Chapman Valley",2021,1613
"Chapman Valley",2022,1636
"Chapman Valley",2023,1663
"Meekatharra",2013,1426
"Meekatharra",2014,1335
"Meekatharra",2015,1224
"Meekatharra",2016,1110
"Meekatharra",2017,1118
"Meekatharra",2018,1128
"Meekatharra",2019,1167
"Meekatharra",2020,1213
"Meekatharra",2021,1287
"Meekatharra",2022,1295
"Meekatharra",2023,1294
"Glamorgan-Spring Bay",2013,4425
"Glamorgan-Spring Bay",2014,4430
"Glamorgan-Spring Bay",2015,4433
"Glamorgan-Spring Bay",2016,4451
"Glamorgan-Spring Bay",2017,4538
"Glamorgan-Spring Bay",2018,4653
"Glamorgan-Spring Bay",2019,4791
"Glamorgan-Spring Bay",2020,4972
"Glamorgan-Spring Bay",2021,5113
"Glamorgan-Spring Bay",2022,5188
"Glamorgan-Spring Bay",2023,5237
"Gympie",2013,48491
"Gympie",2014,49089
"Gympie",2015,49540
"Gympie",2016,50327
"Gympie",2017,51110
"Gympie",2018,51665
"Gympie",2019,52489
"Gympie",2020,53021
"Gympie",2021,53851
"Gympie",2022,55108
"Gympie",2023,56166
"Mildura",2013,53156
"Mildura",2014,53737
"Mildura",2015,54156
"Mildura",2016,54658
"Mildura",2017,55433
"Mildura",2018,56154
"Mildura",2019,56764
"Mildura",2020,57335
"Mildura",2021,56966
"Mildura",2022,57250
"Mildura",2023,57554
"Lake Grace",2013,1374
"Lake Grace",2014,1329
"Lake Grace",2015,1306
"Lake Grace",2016,1300
"Lake Grace",2017,1296
"Lake Grace",2018,1290
"Lake Grace",2019,1289
"Lake Grace",2020,1305
"Lake Grace",2021,1299
"Lake Grace",2022,1290
"Lake Grace",2023,1301
"Hobart",2013,50839
"Hobart",2014,51232
"Hobart",2015,51591
"Hobart",2016,52018
"Hobart",2017,53231
"Hobart",2018,54286
"Hobart",2019,55482
"Hobart",2020,56208
"Hobart",2021,55947
"Hobart",2022,56018
"Hobart",2023,55964
"Port Macquarie-Hastings",2013,77043
"Port Macquarie-Hastings",2014,78048
"Port Macquarie-Hastings",2015,78997
"Port Macquarie-Hastings",2016,80073
"Port Macquarie-Hastings",2017,81386
"Port Macquarie-Hastings",2018,82780
"Port Macquarie-Hastings",2019,84167
"Port Macquarie-Hastings",2020,85499
"Port Macquarie-Hastings",2021,86638
"Port Macquarie-Hastings",2022,88305
"Port Macquarie-Hastings",2023,89596
"Queanbeyan-Palerang Regional",2013,55920
"Queanbeyan-Palerang Regional",2014,56537
"Queanbeyan-Palerang Regional",2015,57130
"Queanbeyan-Palerang Regional",2016,57790
"Queanbeyan-Palerang Regional",2017,59000
"Queanbeyan-Palerang Regional",2018,60212
"Queanbeyan-Palerang Regional",2019,61423
"Queanbeyan-Palerang Regional",2020,62506
"Queanbeyan-Palerang Regional",2021,63404
"Queanbeyan-Palerang Regional",2022,64236
"Queanbeyan-Palerang Regional",2023,65369
"Laverton",2013,1428
"Laverton",2014,1367
"Laverton",2015,1299
"Laverton",2016,1222
"Laverton",2017,1262
"Laverton",2018,1302
"Laverton",2019,1331
"Laverton",2020,1377
"Laverton",2021,1432
"Laverton",2022,1434
"Laverton",2023,1439
"Burnie",2013,19755
"Burnie",2014,19565
"Burnie",2015,19408
"Burnie",2016,19228
"Burnie",2017,19354
"Burnie",2018,19601
"Burnie",2019,19899
"Burnie",2020,20171
"Burnie",2021,20408
"Burnie",2022,20470
"Burnie",2023,20463
"Kwinana",2013,34707
"Kwinana",2014,36444
"Kwinana",2015,38153
"Kwinana",2016,40058
"Kwinana",2017,41672
"Kwinana",2018,43172
"Kwinana",2019,44700
"Kwinana",2020,46243
"Kwinana",2021,47660
"Kwinana",2022,49542
"Kwinana",2023,52103
"Ararat",2013,11490
"Ararat",2014,11560
"Ararat",2015,11644
"Ararat",2016,11745
"Ararat",2017,11796
"Ararat",2018,11805
"Ararat",2019,11838
"Ararat",2020,11918
"Ararat",2021,11827
"Ararat",2022,11758
"Ararat",2023,11683
"Brimbank",2013,196169
"Brimbank",2014,198468
"Brimbank",2015,200860
"Brimbank",2016,204190
"Brimbank",2017,206116
"Brimbank",2018,206977
"Brimbank",2019,206771
"Brimbank",2020,204213
"Brimbank",2021,196631
"Brimbank",2022,193392
"Brimbank",2023,196046
"Charters Towers",2013,12391
"Charters Towers",2014,12367
"Charters Towers",2015,12235
"Charters Towers",2016,12087
"Charters Towers",2017,12021
"Charters Towers",2018,11954
"Charters Towers",2019,11890
"Charters Towers",2020,11923
"Charters Towers",2021,11920
"Charters Towers",2022,11979
"Charters Towers",2023,12013
"Cleve",2013,1806
"Cleve",2014,1809
"Cleve",2015,1803
"Cleve",2016,1816
"Cleve",2017,1817
"Cleve",2018,1805
"Cleve",2019,1794
"Cleve",2020,1777
"Cleve",2021,1775
"Cleve",2022,1764
"Cleve",2023,1757
"Wangaratta",2013,27650
"Wangaratta",2014,27862
"Wangaratta",2015,28143
"Wangaratta",2016,28592
"Wangaratta",2017,28951
"Wangaratta",2018,29269
"Wangaratta",2019,29439
"Wangaratta",2020,29517
"Wangaratta",2021,29751
"Wangaratta",2022,29915
"Wangaratta",2023,30002
"West Coast",2013,4573
"West Coast",2014,4392
"West Coast",2015,4299
"West Coast",2016,4210
"West Coast",2017,4206
"West Coast",2018,4255
"West Coast",2019,4292
"West Coast",2020,4311
"West Coast",2021,4366
"West Coast",2022,4351
"West Coast",2023,4359
"Wingecarribee",2013,46964
"Wingecarribee",2014,47470
"Wingecarribee",2015,48150
"Wingecarribee",2016,48998
"Wingecarribee",2017,49790
"Wingecarribee",2018,50562
"Wingecarribee",2019,51302
"Wingecarribee",2020,52018
"Wingecarribee",2021,52489
"Wingecarribee",2022,52795
"Wingecarribee",2023,53109
"Warrnambool",2013,33423
"Warrnambool",2014,33729
"Warrnambool",2015,34005
"Warrnambool",2016,34242
"Warrnambool",2017,34520
"Warrnambool",2018,34823
"Warrnambool",2019,35104
"Warrnambool",2020,35418
"Warrnambool",2021,35433
"Warrnambool",2022,35576
"Warrnambool",2023,35907
"Cobar",2013,4740
"Cobar",2014,4727
"Cobar",2015,4703
"Cobar",2016,4687
"Cobar",2017,4605
"Cobar",2018,4528
"Cobar",2019,4401
"Cobar",2020,4213
"Cobar",2021,4098
"Cobar",2022,4046
"Cobar",2023,4078
"Southern Mallee",2013,2088
"Southern Mallee",2014,2073
"Southern Mallee",2015,2058
"Southern Mallee",2016,2063
"Southern Mallee",2017,2055
"Southern Mallee",2018,2051
"Southern Mallee",2019,2047
"Southern Mallee",2020,2040
"Southern Mallee",2021,2026
"Southern Mallee",2022,2010
"Southern Mallee",2023,2012
"Victoria Plains",2013,932
"Victoria Plains",2014,934
"Victoria Plains",2015,931
"Victoria Plains",2016,924
"Victoria Plains",2017,914
"Victoria Plains",2018,894
"Victoria Plains",2019,864
"Victoria Plains",2020,847
"Victoria Plains",2021,832
"Victoria Plains",2022,824
"Victoria Plains",2023,824
"Mount Alexander",2013,18247
"Mount Alexander",2014,18501
"Mount Alexander",2015,18794
"Mount Alexander",2016,19097
"Mount Alexander",2017,19297
"Mount Alexander",2018,19500
"Mount Alexander",2019,19696
"Mount Alexander",2020,19939
"Mount Alexander",2021,20114
"Mount Alexander",2022,20324
"Mount Alexander",2023,20576
"Yarriambiack",2013,7032
"Yarriambiack",2014,6924
"Yarriambiack",2015,6826
"Yarriambiack",2016,6743
"Yarriambiack",2017,6708
"Yarriambiack",2018,6698
"Yarriambiack",2019,6675
"Yarriambiack",2020,6641
"Yarriambiack",2021,6510
"Yarriambiack",2022,6437
"Yarriambiack",2023,6389
"Greater Geraldton",2013,39838
"Greater Geraldton",2014,40114
"Greater Geraldton",2015,39958
"Greater Geraldton",2016,39567
"Greater Geraldton",2017,39692
"Greater Geraldton",2018,39976
"Greater Geraldton",2019,40173
"Greater Geraldton",2020,40641
"Greater Geraldton",2021,41182
"Greater Geraldton",2022,41515
"Greater Geraldton",2023,41914
"Junee",2013,6213
"Junee",2014,6283
"Junee",2015,6336
"Junee",2016,6414
"Junee",2017,6441
"Junee",2018,6446
"Junee",2019,6452
"Junee",2020,6463
"Junee",2021,6454
"Junee",2022,6465
"Junee",2023,6520
"Lockyer Valley",2013,37682
"Lockyer Valley",2014,38363
"Lockyer Valley",2015,38861
"Lockyer Valley",2016,39499
"Lockyer Valley",2017,40003
"Lockyer Valley",2018,40539
"Lockyer Valley",2019,41020
"Lockyer Valley",2020,41366
"Lockyer Valley",2021,41750
"Lockyer Valley",2022,42628
"Lockyer Valley",2023,43847
"North Burnett",2013,10487
"North Burnett",2014,10547
"North Burnett",2015,10607
"North Burnett",2016,10646
"North Burnett",2017,10556
"North Burnett",2018,10406
"North Burnett",2019,10268
"North Burnett",2020,10206
"North Burnett",2021,10142
"North Burnett",2022,10216
"North Burnett",2023,10352
"Bridgetown-Greenbushes",2013,4647
"Bridgetown-Greenbushes",2014,4687
"Bridgetown-Greenbushes",2015,4727
"Bridgetown-Greenbushes",2016,4697
"Bridgetown-Greenbushes",2017,4815
"Bridgetown-Greenbushes",2018,4938
"Bridgetown-Greenbushes",2019,5063
"Bridgetown-Greenbushes",2020,5188
"Bridgetown-Greenbushes",2021,5376
"Bridgetown-Greenbushes",2022,5527
"Bridgetown-Greenbushes",2023,5669
"Unincorporated SA",2013,4199
"Unincorporated SA",2014,4027
"Unincorporated SA",2015,3849
"Unincorporated SA",2016,3639
"Unincorporated SA",2017,3476
"Unincorporated SA",2018,3418
"Unincorporated SA",2019,3340
"Unincorporated SA",2020,3229
"Unincorporated SA",2021,3100
"Unincorporated SA",2022,3024
"Unincorporated SA",2023,3015
"Leeton",2013,11413
"Leeton",2014,11408
"Leeton",2015,11411
"Leeton",2016,11407
"Leeton",2017,11438
"Leeton",2018,11459
"Leeton",2019,11489
"Leeton",2020,11500
"Leeton",2021,11480
"Leeton",2022,11454
"Leeton",2023,11431
"Maribyrnong",2013,79782
"Maribyrnong",2014,82463
"Maribyrnong",2015,84783
"Maribyrnong",2016,86942
"Maribyrnong",2017,88120
"Maribyrnong",2018,88871
"Maribyrnong",2019,89460
"Maribyrnong",2020,89418
"Maribyrnong",2021,86385
"Maribyrnong",2022,87605
"Maribyrnong",2023,91762
"Murray",2013,16087
"Murray",2014,16542
"Murray",2015,16909
"Murray",2016,17126
"Murray",2017,17371
"Murray",2018,17648
"Murray",2019,17950
"Murray",2020,18274
"Murray",2021,18639
"Murray",2022,19116
"Murray",2023,19823
"Glenorchy",2013,45745
"Glenorchy",2014,46044
"Glenorchy",2015,46307
"Glenorchy",2016,46722
"Glenorchy",2017,47921
"Glenorchy",2018,49082
"Glenorchy",2019,50068
"Glenorchy",2020,50652
"Glenorchy",2021,51159
"Glenorchy",2022,51012
"Glenorchy",2023,50808
"Mid-Western Regional",2013,23742
"Mid-Western Regional",2014,24059
"Mid-Western Regional",2015,24374
"Mid-Western Regional",2016,24546
"Mid-Western Regional",2017,24889
"Mid-Western Regional",2018,25181
"Mid-Western Regional",2019,25416
"Mid-Western Regional",2020,25589
"Mid-Western Regional",2021,25714
"Mid-Western Regional",2022,25795
"Mid-Western Regional",2023,25921
"Woodanilling",2013,430
"Woodanilling",2014,429
"Woodanilling",2015,423
"Woodanilling",2016,415
"Woodanilling",2017,433
"Woodanilling",2018,443
"Woodanilling",2019,453
"Woodanilling",2020,461
"Woodanilling",2021,469
"Woodanilling",2022,470
"Woodanilling",2023,479
"Salisbury",2013,135880
"Salisbury",2014,137257
"Salisbury",2015,138695
"Salisbury",2016,140346
"Salisbury",2017,142061
"Salisbury",2018,143765
"Salisbury",2019,145467
"Salisbury",2020,147359
"Salisbury",2021,147521
"Salisbury",2022,147940
"Salisbury",2023,149214
"Upper Gascoyne",2013,270
"Upper Gascoyne",2014,275
"Upper Gascoyne",2015,278
"Upper Gascoyne",2016,282
"Upper Gascoyne",2017,255
"Upper Gascoyne",2018,234
"Upper Gascoyne",2019,219
"Upper Gascoyne",2020,201
"Upper Gascoyne",2021,180
"Upper Gascoyne",2022,188
"Upper Gascoyne",2023,201
"Bland",2013,6028
"Bland",2014,6034
"Bland",2015,6027
"Bland",2016,6024
"Bland",2017,5936
"Bland",2018,5849
"Bland",2019,5755
"Bland",2020,5649
"Bland",2021,5544
"Bland",2022,5493
"Bland",2023,5464
"Cuballing",2013,901
"Cuballing",2014,902
"Cuballing",2015,900
"Cuballing",2016,882
"Cuballing",2017,893
"Cuballing",2018,888
"Cuballing",2019,890
"Cuballing",2020,906
"Cuballing",2021,927
"Cuballing",2022,929
"Cuballing",2023,951
"Cherbourg",2013,1292
"Cherbourg",2014,1300
"Cherbourg",2015,1304
"Cherbourg",2016,1293
"Cherbourg",2017,1283
"Cherbourg",2018,1257
"Cherbourg",2019,1244
"Cherbourg",2020,1220
"Cherbourg",2021,1211
"Cherbourg",2022,1228
"Cherbourg",2023,1264
"Murchison",2013,146
"Murchison",2014,150
"Murchison",2015,155
"Murchison",2016,158
"Murchison",2017,152
"Murchison",2018,140
"Murchison",2019,129
"Murchison",2020,117
"Murchison",2021,108
"Murchison",2022,108
"Murchison",2023,106
"Central Coast (Tas.)",2013,22122
"Central Coast (Tas.)",2014,21989
"Central Coast (Tas.)",2015,21847
"Central Coast (Tas.)",2016,21736
"Central Coast (Tas.)",2017,22002
"Central Coast (Tas.)",2018,22284
"Central Coast (Tas.)",2019,22532
"Central Coast (Tas.)",2020,22894
"Central Coast (Tas.)",2021,23258
"Central Coast (Tas.)",2022,23342
"Central Coast (Tas.)",2023,23331
"Port Stephens",2013,68750
"Port Stephens",2014,69537
"Port Stephens",2015,70257
"Port Stephens",2016,71115
"Port Stephens",2017,71829
"Port Stephens",2018,72609
"Port Stephens",2019,73509
"Port Stephens",2020,74450
"Port Stephens",2021,75328
"Port Stephens",2022,76669
"Port Stephens",2023,77748
"Dungog",2013,8791
"Dungog",2014,8918
"Dungog",2015,9008
"Dungog",2016,9101
"Dungog",2017,9154
"Dungog",2018,9259
"Dungog",2019,9329
"Dungog",2020,9450
"Dungog",2021,9532
"Dungog",2022,9721
"Dungog",2023,9767
